"","cruise","set","day","month","year","length","condition","censored","hours","decktime","haul","dead","season"
"572","OP653",2,18,10,2006,34,4,0,0.016666667,62,"OP653   2",1,"autumn"
"573","OP653",2,18,10,2006,43,4,0,0.016666667,62,"OP653   2",1,"autumn"
"574","OP653",2,18,10,2006,31,4,0,0.016666667,62,"OP653   2",1,"autumn"
"575","OP653",2,18,10,2006,36,4,0,0.016666667,62,"OP653   2",1,"autumn"
"576","OP653",2,18,10,2006,20,4,0,0.016666667,62,"OP653   2",1,"autumn"
"577","OP653",2,18,10,2006,27,4,0,0.016666667,62,"OP653   2",1,"autumn"
"578","OP653",2,18,10,2006,42,4,0,0.016666667,63,"OP653   2",1,"autumn"
"579","OP653",2,18,10,2006,32,4,0,0.016666667,63,"OP653   2",1,"autumn"
"580","OP653",2,18,10,2006,32,4,0,0.016666667,63,"OP653   2",1,"autumn"
"581","OP653",2,18,10,2006,36,4,0,0.016666667,63,"OP653   2",1,"autumn"
"582","OP653",2,18,10,2006,26,4,0,0.016666667,63,"OP653   2",1,"autumn"
"583","OP653",2,18,10,2006,46,4,0,0.016666667,63,"OP653   2",1,"autumn"
"584","OP653",2,18,10,2006,32,4,0,0.016666667,63,"OP653   2",1,"autumn"
"585","OP653",2,18,10,2006,28,4,0,0.016666667,63,"OP653   2",1,"autumn"
"586","OP653",2,18,10,2006,30,4,0,0.016666667,63,"OP653   2",1,"autumn"
"587","OP653",2,18,10,2006,40,4,0,0.016666667,63,"OP653   2",1,"autumn"
"588","OP653",2,18,10,2006,34,4,0,0.016666667,64,"OP653   2",1,"autumn"
"589","OP653",2,18,10,2006,41,4,0,0.016666667,64,"OP653   2",1,"autumn"
"590","OP653",2,18,10,2006,34,4,0,0.016666667,64,"OP653   2",1,"autumn"
"591","OP653",2,18,10,2006,24,4,0,0.016666667,64,"OP653   2",1,"autumn"
"592","OP653",2,18,10,2006,31,4,0,0.016666667,64,"OP653   2",1,"autumn"
"593","OP653",2,18,10,2006,34,4,0,0.016666667,64,"OP653   2",1,"autumn"
"594","OP653",2,18,10,2006,31,4,0,0.016666667,64,"OP653   2",1,"autumn"
"595","OP653",2,18,10,2006,32,4,0,0.016666667,64,"OP653   2",1,"autumn"
"596","OP653",2,18,10,2006,30,4,0,0.016666667,64,"OP653   2",1,"autumn"
"597","OP653",2,18,10,2006,34,4,0,0.016666667,64,"OP653   2",1,"autumn"
"598","OP653",2,18,10,2006,31,4,0,0.016666667,64,"OP653   2",1,"autumn"
"599","OP653",2,18,10,2006,31,4,0,0.016666667,65,"OP653   2",1,"autumn"
"600","OP653",2,18,10,2006,34,4,0,0.016666667,65,"OP653   2",1,"autumn"
"601","OP653",2,18,10,2006,34,4,0,0.016666667,65,"OP653   2",1,"autumn"
"602","OP653",2,18,10,2006,27,4,0,0.016666667,65,"OP653   2",1,"autumn"
"603","OP653",2,18,10,2006,34,4,0,0.016666667,65,"OP653   2",1,"autumn"
"604","OP653",2,18,10,2006,36,4,0,0.016666667,65,"OP653   2",1,"autumn"
"605","OP653",2,18,10,2006,31,4,0,0.016666667,65,"OP653   2",1,"autumn"
"606","OP653",2,18,10,2006,30,4,0,0.016666667,65,"OP653   2",1,"autumn"
"607","OP653",2,18,10,2006,28,4,0,0.016666667,65,"OP653   2",1,"autumn"
"608","OP653",2,18,10,2006,39,4,0,0.016666667,65,"OP653   2",1,"autumn"
"609","OP653",2,18,10,2006,40,4,0,0.016666667,65,"OP653   2",1,"autumn"
"610","OP653",2,18,10,2006,31,4,0,0.016666667,65,"OP653   2",1,"autumn"
"611","OP653",2,18,10,2006,31,4,0,0.016666667,65,"OP653   2",1,"autumn"
"612","OP653",2,18,10,2006,33,4,0,0.016666667,66,"OP653   2",1,"autumn"
"613","OP653",2,18,10,2006,28,4,0,0.016666667,66,"OP653   2",1,"autumn"
"614","OP653",2,18,10,2006,39,4,0,0.016666667,66,"OP653   2",1,"autumn"
"615","OP653",2,18,10,2006,32,4,0,0.016666667,66,"OP653   2",1,"autumn"
"616","OP653",2,18,10,2006,32,4,0,0.016666667,66,"OP653   2",1,"autumn"
"617","OP653",2,18,10,2006,31,4,0,0.016666667,66,"OP653   2",1,"autumn"
"618","OP653",2,18,10,2006,34,4,0,0.016666667,66,"OP653   2",1,"autumn"
"619","OP653",2,18,10,2006,34,4,0,0.016666667,66,"OP653   2",1,"autumn"
"620","OP653",2,18,10,2006,30,4,0,0.016666667,66,"OP653   2",1,"autumn"
"621","OP653",2,18,10,2006,23,4,0,0.016666667,66,"OP653   2",1,"autumn"
"622","OP653",2,18,10,2006,35,4,0,0.016666667,66,"OP653   2",1,"autumn"
"623","OP653",2,18,10,2006,36,4,0,0.016666667,67,"OP653   2",1,"autumn"
"624","OP653",2,18,10,2006,36,4,0,0.016666667,67,"OP653   2",1,"autumn"
"625","OP653",2,18,10,2006,23,4,0,0.016666667,67,"OP653   2",1,"autumn"
"626","OP653",2,18,10,2006,35,4,0,0.016666667,67,"OP653   2",1,"autumn"
"627","OP653",2,18,10,2006,24,4,0,0.016666667,67,"OP653   2",1,"autumn"
"628","OP653",2,18,10,2006,37,4,0,0.016666667,67,"OP653   2",1,"autumn"
"629","OP653",2,18,10,2006,31,4,0,0.016666667,67,"OP653   2",1,"autumn"
"630","OP653",2,18,10,2006,40,4,0,0.016666667,67,"OP653   2",1,"autumn"
"631","OP653",2,18,10,2006,27,4,0,0.016666667,67,"OP653   2",1,"autumn"
"632","OP653",2,18,10,2006,32,4,0,0.016666667,68,"OP653   2",1,"autumn"
"633","OP653",2,18,10,2006,29,4,0,0.016666667,68,"OP653   2",1,"autumn"
"634","OP653",2,18,10,2006,22,4,0,0.016666667,68,"OP653   2",1,"autumn"
"635","OP653",2,18,10,2006,39,4,0,0.016666667,68,"OP653   2",1,"autumn"
"636","OP653",2,18,10,2006,30,4,0,0.016666667,68,"OP653   2",1,"autumn"
"637","OP653",2,18,10,2006,22,4,0,0.016666667,68,"OP653   2",1,"autumn"
"638","OP653",2,18,10,2006,25,4,0,0.016666667,68,"OP653   2",1,"autumn"
"639","OP653",2,18,10,2006,22,4,0,0.016666667,68,"OP653   2",1,"autumn"
"640","OP653",2,18,10,2006,28,4,0,0.016666667,68,"OP653   2",1,"autumn"
"641","OP653",2,18,10,2006,36,4,0,0.016666667,68,"OP653   2",1,"autumn"
"642","OP653",2,18,10,2006,26,4,0,0.016666667,68,"OP653   2",1,"autumn"
"643","OP653",2,18,10,2006,26,4,0,0.016666667,69,"OP653   2",1,"autumn"
"644","OP653",2,18,10,2006,32,4,0,0.016666667,69,"OP653   2",1,"autumn"
"645","OP653",2,18,10,2006,21,4,0,0.016666667,69,"OP653   2",1,"autumn"
"646","OP653",2,18,10,2006,33,4,0,0.016666667,69,"OP653   2",1,"autumn"
"647","OP653",2,18,10,2006,26,4,0,0.016666667,69,"OP653   2",1,"autumn"
"648","OP653",2,18,10,2006,39,4,0,0.016666667,69,"OP653   2",1,"autumn"
"649","OP653",2,18,10,2006,44,4,0,0.016666667,69,"OP653   2",1,"autumn"
"650","OP653",2,18,10,2006,24,4,0,0.016666667,69,"OP653   2",1,"autumn"
"651","OP653",2,18,10,2006,34,4,0,0.016666667,69,"OP653   2",1,"autumn"
"652","OP653",2,18,10,2006,26,4,0,0.016666667,70,"OP653   2",1,"autumn"
"653","OP653",2,18,10,2006,29,4,0,0.016666667,70,"OP653   2",1,"autumn"
"654","OP653",2,18,10,2006,38,4,0,0.016666667,70,"OP653   2",1,"autumn"
"655","OP653",2,18,10,2006,32,4,0,0.016666667,70,"OP653   2",1,"autumn"
"656","OP653",2,18,10,2006,28,4,0,0.016666667,70,"OP653   2",1,"autumn"
"657","OP653",2,18,10,2006,27,4,0,0.016666667,70,"OP653   2",1,"autumn"
"658","OP653",2,18,10,2006,33,4,0,0.016666667,70,"OP653   2",1,"autumn"
"659","OP653",2,18,10,2006,31,4,0,0.016666667,70,"OP653   2",1,"autumn"
"660","OP653",2,18,10,2006,27,4,0,0.016666667,70,"OP653   2",1,"autumn"
"661","OP653",2,18,10,2006,19,4,0,0.016666667,70,"OP653   2",1,"autumn"
"662","OP653",2,18,10,2006,34,4,0,0.016666667,70,"OP653   2",1,"autumn"
"663","OP653",2,18,10,2006,33,4,0,0.016666667,70,"OP653   2",1,"autumn"
"678","OP653",3,20,10,2006,40,4,0,5.55,20,"OP653   3",0,"autumn"
"681","OP653",3,20,10,2006,35,4,1,72.03333333,21,"OP653   3",0,"autumn"
"689","OP653",3,20,10,2006,30,4,0,7.383333333,30,"OP653   3",0,"autumn"
"690","OP653",3,20,10,2006,35,4,1,71.86666667,31,"OP653   3",0,"autumn"
"691","OP653",3,20,10,2006,34,4,1,71.86666667,31,"OP653   3",0,"autumn"
"692","OP653",3,20,10,2006,30,4,0,19.35,32,"OP653   3",0,"autumn"
"693","OP653",3,20,10,2006,36,4,0,19.35,32,"OP653   3",0,"autumn"
"697","OP653",3,20,10,2006,32,4,0,5.316666667,34,"OP653   3",0,"autumn"
"698","OP653",3,20,10,2006,36,4,0,5.316666667,34,"OP653   3",0,"autumn"
"699","OP653",3,20,10,2006,38,4,0,5.3,35,"OP653   3",0,"autumn"
"701","OP653",3,20,10,2006,29,4,0,7.283333333,36,"OP653   3",0,"autumn"
"702","OP653",3,20,10,2006,38,4,0,7.283333333,36,"OP653   3",0,"autumn"
"703","OP653",3,20,10,2006,33,4,0,7.266666667,37,"OP653   3",0,"autumn"
"704","OP653",3,20,10,2006,32,4,0,5.266666667,37,"OP653   3",0,"autumn"
"706","OP653",3,20,10,2006,35,4,1,71.75,38,"OP653   3",0,"autumn"
"707","OP653",3,20,10,2006,29,4,0,19.23333333,39,"OP653   3",0,"autumn"
"709","OP653",3,20,10,2006,28,4,0,0.016666667,40,"OP653   3",1,"autumn"
"710","OP653",3,20,10,2006,25,4,0,0.016666667,40,"OP653   3",1,"autumn"
"711","OP653",3,20,10,2006,23,4,0,0.016666667,40,"OP653   3",1,"autumn"
"712","OP653",3,20,10,2006,33,4,0,0.016666667,40,"OP653   3",1,"autumn"
"713","OP653",3,20,10,2006,29,4,0,0.016666667,40,"OP653   3",1,"autumn"
"714","OP653",3,20,10,2006,31,4,0,0.016666667,40,"OP653   3",1,"autumn"
"715","OP653",3,20,10,2006,27,4,0,0.016666667,40,"OP653   3",1,"autumn"
"716","OP653",3,20,10,2006,30,4,0,0.016666667,40,"OP653   3",1,"autumn"
"717","OP653",3,20,10,2006,34,4,0,0.016666667,41,"OP653   3",1,"autumn"
"718","OP653",3,20,10,2006,30,4,0,0.016666667,41,"OP653   3",1,"autumn"
"719","OP653",3,20,10,2006,33,4,0,0.016666667,41,"OP653   3",1,"autumn"
"720","OP653",3,20,10,2006,25,4,0,0.016666667,41,"OP653   3",1,"autumn"
"721","OP653",3,20,10,2006,27,4,0,0.016666667,41,"OP653   3",1,"autumn"
"722","OP653",3,20,10,2006,28,4,0,0.016666667,41,"OP653   3",1,"autumn"
"723","OP653",3,20,10,2006,28,4,0,0.016666667,41,"OP653   3",1,"autumn"
"724","OP653",3,20,10,2006,29,4,0,0.016666667,41,"OP653   3",1,"autumn"
"725","OP653",3,20,10,2006,28,4,0,0.016666667,41,"OP653   3",1,"autumn"
"726","OP653",3,20,10,2006,24,4,0,0.016666667,42,"OP653   3",1,"autumn"
"727","OP653",3,20,10,2006,26,4,0,0.016666667,42,"OP653   3",1,"autumn"
"728","OP653",3,20,10,2006,35,4,0,0.016666667,42,"OP653   3",1,"autumn"
"729","OP653",3,20,10,2006,31,4,0,0.016666667,42,"OP653   3",1,"autumn"
"730","OP653",3,20,10,2006,31,4,0,0.016666667,42,"OP653   3",1,"autumn"
"731","OP653",3,20,10,2006,22,4,0,0.016666667,42,"OP653   3",1,"autumn"
"732","OP653",3,20,10,2006,21,4,0,0.016666667,42,"OP653   3",1,"autumn"
"733","OP653",3,20,10,2006,20,4,0,0.016666667,42,"OP653   3",1,"autumn"
"734","OP653",3,20,10,2006,20,4,0,0.016666667,42,"OP653   3",1,"autumn"
"735","OP653",3,20,10,2006,23,4,0,0.016666667,42,"OP653   3",1,"autumn"
"736","OP653",3,20,10,2006,21,4,0,0.016666667,42,"OP653   3",1,"autumn"
"737","OP653",3,20,10,2006,27,4,0,0.016666667,43,"OP653   3",1,"autumn"
"738","OP653",3,20,10,2006,31,4,0,0.016666667,43,"OP653   3",1,"autumn"
"739","OP653",3,20,10,2006,19,4,0,0.016666667,43,"OP653   3",1,"autumn"
"740","OP653",3,20,10,2006,30,4,0,0.016666667,43,"OP653   3",1,"autumn"
"741","OP653",3,20,10,2006,31,4,0,0.016666667,43,"OP653   3",1,"autumn"
"742","OP653",3,20,10,2006,24,4,0,0.016666667,43,"OP653   3",1,"autumn"
"743","OP653",3,20,10,2006,25,4,0,0.016666667,43,"OP653   3",1,"autumn"
"744","OP653",3,20,10,2006,28,4,0,0.016666667,43,"OP653   3",1,"autumn"
"745","OP653",3,20,10,2006,32,4,0,0.016666667,43,"OP653   3",1,"autumn"
"746","OP653",3,20,10,2006,23,4,0,0.016666667,44,"OP653   3",1,"autumn"
"747","OP653",3,20,10,2006,20,4,0,0.016666667,44,"OP653   3",1,"autumn"
"748","OP653",3,20,10,2006,30,4,0,0.016666667,44,"OP653   3",1,"autumn"
"749","OP653",3,20,10,2006,30,4,0,0.016666667,44,"OP653   3",1,"autumn"
"750","OP653",3,20,10,2006,20,4,0,0.016666667,44,"OP653   3",1,"autumn"
"751","OP653",3,20,10,2006,26,4,0,0.016666667,44,"OP653   3",1,"autumn"
"752","OP653",3,20,10,2006,33,4,0,0.016666667,44,"OP653   3",1,"autumn"
"753","OP653",3,20,10,2006,32,4,0,0.016666667,45,"OP653   3",1,"autumn"
"754","OP653",3,20,10,2006,35,4,0,0.016666667,45,"OP653   3",1,"autumn"
"755","OP653",3,20,10,2006,20,4,0,0.016666667,45,"OP653   3",1,"autumn"
"756","OP653",3,20,10,2006,22,4,0,0.016666667,45,"OP653   3",1,"autumn"
"757","OP653",3,20,10,2006,16,4,0,0.016666667,45,"OP653   3",1,"autumn"
"758","OP653",3,20,10,2006,20,4,0,0.016666667,45,"OP653   3",1,"autumn"
"759","OP653",3,20,10,2006,21,4,0,0.016666667,45,"OP653   3",1,"autumn"
"768","OP653",6,23,10,2006,52,4,1,117.65,26,"OP653   6",0,"autumn"
"769","OP653",6,23,10,2006,43,4,0,7.083333333,30,"OP653   6",0,"autumn"
"770","OP653",6,23,10,2006,42,4,0,10.56666667,31,"OP653   6",0,"autumn"
"772","OP653",6,23,10,2006,43,4,0,7.05,32,"OP653   6",0,"autumn"
"773","OP653",6,23,10,2006,41,4,0,7.05,32,"OP653   6",0,"autumn"
"774","OP653",6,23,10,2006,47,4,0,7.033333333,33,"OP653   6",0,"autumn"
"775","OP653",6,23,10,2006,46,4,0,7.033333333,33,"OP653   6",0,"autumn"
"776","OP653",6,23,10,2006,40,4,0,6.966666667,37,"OP653   6",0,"autumn"
"777","OP653",6,23,10,2006,38,4,0,6.95,38,"OP653   6",0,"autumn"
"778","OP653",6,23,10,2006,38,4,0,6.95,38,"OP653   6",0,"autumn"
"779","OP653",6,23,10,2006,40,4,0,6.933333333,39,"OP653   6",0,"autumn"
"780","OP653",6,23,10,2006,43,4,0,6.933333333,39,"OP653   6",0,"autumn"
"781","OP653",6,23,10,2006,37,4,0,0.016666667,45,"OP653   6",1,"autumn"
"782","OP653",6,23,10,2006,31,4,0,0.016666667,45,"OP653   6",1,"autumn"
"783","OP653",6,23,10,2006,24,4,0,0.016666667,45,"OP653   6",1,"autumn"
"784","OP653",6,23,10,2006,34,4,0,0.016666667,45,"OP653   6",1,"autumn"
"785","OP653",6,23,10,2006,35,4,0,0.016666667,45,"OP653   6",1,"autumn"
"786","OP653",6,23,10,2006,39,4,0,0.016666667,45,"OP653   6",1,"autumn"
"787","OP653",6,23,10,2006,40,4,0,0.016666667,45,"OP653   6",1,"autumn"
"788","OP653",6,23,10,2006,36,4,0,0.016666667,45,"OP653   6",1,"autumn"
"789","OP653",6,23,10,2006,26,4,0,0.016666667,45,"OP653   6",1,"autumn"
"790","OP653",6,23,10,2006,27,4,0,0.016666667,46,"OP653   6",1,"autumn"
"791","OP653",6,23,10,2006,36,4,0,0.016666667,46,"OP653   6",1,"autumn"
"792","OP653",6,23,10,2006,35,4,0,0.016666667,46,"OP653   6",1,"autumn"
"793","OP653",6,23,10,2006,36,4,0,0.016666667,46,"OP653   6",1,"autumn"
"794","OP653",6,23,10,2006,26,4,0,0.016666667,46,"OP653   6",1,"autumn"
"795","OP653",6,23,10,2006,33,4,0,0.016666667,46,"OP653   6",1,"autumn"
"796","OP653",6,23,10,2006,29,4,0,0.016666667,46,"OP653   6",1,"autumn"
"797","OP653",6,23,10,2006,38,4,0,0.016666667,46,"OP653   6",1,"autumn"
"798","OP653",6,23,10,2006,36,4,0,0.016666667,46,"OP653   6",1,"autumn"
"799","OP653",6,23,10,2006,35,4,0,0.016666667,46,"OP653   6",1,"autumn"
"800","OP653",6,23,10,2006,35,4,0,0.016666667,46,"OP653   6",1,"autumn"
"801","OP653",6,23,10,2006,42,4,0,0.016666667,46,"OP653   6",1,"autumn"
"802","OP653",6,23,10,2006,23,4,0,0.016666667,46,"OP653   6",1,"autumn"
"803","OP653",6,23,10,2006,26,4,0,0.016666667,46,"OP653   6",1,"autumn"
"804","OP653",6,23,10,2006,29,4,0,0.016666667,47,"OP653   6",1,"autumn"
"805","OP653",6,23,10,2006,28,4,0,0.016666667,47,"OP653   6",1,"autumn"
"806","OP653",6,23,10,2006,26,4,0,0.016666667,47,"OP653   6",1,"autumn"
"807","OP653",6,23,10,2006,39,4,0,0.016666667,47,"OP653   6",1,"autumn"
"808","OP653",6,23,10,2006,42,4,0,0.016666667,47,"OP653   6",1,"autumn"
"809","OP653",6,23,10,2006,23,4,0,0.016666667,47,"OP653   6",1,"autumn"
"810","OP653",6,23,10,2006,31,4,0,0.016666667,47,"OP653   6",1,"autumn"
"811","OP653",6,23,10,2006,36,4,0,0.016666667,47,"OP653   6",1,"autumn"
"812","OP653",6,23,10,2006,34,4,0,0.016666667,47,"OP653   6",1,"autumn"
"813","OP653",6,23,10,2006,36,4,0,0.016666667,47,"OP653   6",1,"autumn"
"814","OP653",6,23,10,2006,31,4,0,0.016666667,47,"OP653   6",1,"autumn"
"815","OP653",6,23,10,2006,31,4,0,0.016666667,47,"OP653   6",1,"autumn"
"816","OP653",6,23,10,2006,29,4,0,0.016666667,48,"OP653   6",1,"autumn"
"817","OP653",6,23,10,2006,21,4,0,0.016666667,48,"OP653   6",1,"autumn"
"818","OP653",6,23,10,2006,24,4,0,0.016666667,48,"OP653   6",1,"autumn"
"819","OP653",6,23,10,2006,26,4,0,0.016666667,48,"OP653   6",1,"autumn"
"820","OP653",6,23,10,2006,22,4,0,0.016666667,48,"OP653   6",1,"autumn"
"821","OP653",6,23,10,2006,28,4,0,0.016666667,48,"OP653   6",1,"autumn"
"822","OP653",6,23,10,2006,26,4,0,0.016666667,48,"OP653   6",1,"autumn"
"823","OP653",6,23,10,2006,34,4,0,0.016666667,48,"OP653   6",1,"autumn"
"824","OP653",6,23,10,2006,37,4,0,0.016666667,48,"OP653   6",1,"autumn"
"825","OP653",6,23,10,2006,36,4,0,0.016666667,48,"OP653   6",1,"autumn"
"826","OP653",6,23,10,2006,32,4,0,0.016666667,49,"OP653   6",1,"autumn"
"827","OP653",6,23,10,2006,29,4,0,0.016666667,49,"OP653   6",1,"autumn"
"828","OP653",6,23,10,2006,32,4,0,0.016666667,49,"OP653   6",1,"autumn"
"829","OP653",6,23,10,2006,24,4,0,0.016666667,49,"OP653   6",1,"autumn"
"830","OP653",6,23,10,2006,22,4,0,0.016666667,49,"OP653   6",1,"autumn"
"831","OP653",6,23,10,2006,26,4,0,0.016666667,49,"OP653   6",1,"autumn"
"832","OP653",6,23,10,2006,29,4,0,0.016666667,50,"OP653   6",1,"autumn"
"833","OP653",6,23,10,2006,31,4,0,0.016666667,50,"OP653   6",1,"autumn"
"834","OP653",6,23,10,2006,27,4,0,0.016666667,50,"OP653   6",1,"autumn"
"835","OP653",6,23,10,2006,31,4,0,0.016666667,50,"OP653   6",1,"autumn"
"836","OP653",6,23,10,2006,26,4,0,0.016666667,50,"OP653   6",1,"autumn"
"837","OP653",6,23,10,2006,34,4,0,0.016666667,50,"OP653   6",1,"autumn"
"838","OP653",6,23,10,2006,30,4,0,0.016666667,50,"OP653   6",1,"autumn"
"839","OP653",6,23,10,2006,24,4,0,0.016666667,50,"OP653   6",1,"autumn"
"840","OP653",6,23,10,2006,23,4,0,0.016666667,50,"OP653   6",1,"autumn"
"841","OP653",6,23,10,2006,28,4,0,0.016666667,50,"OP653   6",1,"autumn"
"842","OP653",6,23,10,2006,20,4,0,0.016666667,50,"OP653   6",1,"autumn"
"843","OP653",6,23,10,2006,22,4,0,0.016666667,50,"OP653   6",1,"autumn"
"844","OP653",6,23,10,2006,26,4,0,0.016666667,50,"OP653   6",1,"autumn"
"845","OP653",6,23,10,2006,23,4,0,0.016666667,50,"OP653   6",1,"autumn"
"846","OP653",6,23,10,2006,29,4,0,0.016666667,51,"OP653   6",1,"autumn"
"847","OP653",6,23,10,2006,27,4,0,0.016666667,51,"OP653   6",1,"autumn"
"848","OP653",6,23,10,2006,26,4,0,0.016666667,51,"OP653   6",1,"autumn"
"849","OP653",6,23,10,2006,37,4,1,114.2,26,"OP653   6",0,"autumn"
"853","OP653",6,23,10,2006,37,4,0,7.166666667,28,"OP653   6",0,"autumn"
"854","OP653",6,23,10,2006,38,4,0,7.15,29,"OP653   6",0,"autumn"
"855","OP653",6,23,10,2006,38,4,0,17.81666667,29,"OP653   6",0,"autumn"
"856","OP653",6,23,10,2006,42,4,0,7.133333333,30,"OP653   6",0,"autumn"
"857","OP653",6,23,10,2006,35,4,0,17.8,30,"OP653   6",0,"autumn"
"867","OP032",2,16,7,2005,27,4,0,0,9,"OP032   2",1,"summer"
"874","OP032",3,17,7,2005,31,4,0,1.166666667,19,"OP032   3",0,"summer"
"903","OP560",5,31,10,2005,28,4,0,0.016666667,35,"OP560   5",1,"autumn"
"904","OP560",5,31,10,2005,32,4,0,0.016666667,36,"OP560   5",1,"autumn"
"905","OP560",5,31,10,2005,31,4,0,0.016666667,37,"OP560   5",1,"autumn"
"906","OP560",5,31,10,2005,35,4,0,0.016666667,38,"OP560   5",1,"autumn"
"907","OP560",5,31,10,2005,26,4,0,0.016666667,38,"OP560   5",1,"autumn"
"908","OP560",5,31,10,2005,41,4,0,0.016666667,39,"OP560   5",1,"autumn"
"912","OP560",5,31,10,2005,36,4,1,68.05,54,"OP560   5",1,"autumn"
"914","OP560",5,31,10,2005,27,4,0,0.016666667,55,"OP560   5",1,"autumn"
"915","OP560",5,31,10,2005,20,4,0,0.016666667,56,"OP560   5",1,"autumn"
"919","OP560",6,1,11,2005,21,4,1,48.8,16,"OP560   6",0,"autumn"
"920","OP560",6,1,11,2005,31,4,0,48.55,16,"OP560   6",0,"autumn"
"927","OP560",6,1,11,2005,20,4,0,25.73333333,20,"OP560   6",0,"autumn"
"934","OP560",6,1,11,2005,220,4,0,0.016666667,41,"OP560   6",1,"autumn"
"935","OP560",6,1,11,2005,310,4,0,0.016666667,42,"OP560   6",1,"autumn"
"938","OP560",7,1,11,2005,32,4,0,0.016666667,15,"OP560   7",1,"autumn"
"940","OP560",7,1,11,2005,42,4,0,0.016666667,16,"OP560   7",1,"autumn"
"941","OP560",7,1,11,2005,24,4,0,0.016666667,17,"OP560   7",1,"autumn"
